Company,Inches,Cpu,Ram(in GB),Memory(in GB),Gpu,OpSys,Weight,Price_euros
Acer,17.3,Intel Core i3 6006U 2.0GHz,8,1024,Nvidia GeForce 940MX,Windows 10,3.3,629
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,2.2,2449
Apple,12,Intel Core M 1.2GHz,8,512,Intel HD Graphics 515,Mac OS X,0.92,1279
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.2,1749
MSI,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.43,1948.99
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,2.191,999
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.9,1949
Acer,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2,32,Intel HD Graphics,Chrome OS,1.3,174
Acer,17.3,Intel Core i3 6006U 2GHz,4,1024,Nvidia GeForce 940MX,Windows 10,3.3,598
Lenovo,17.3,Intel Core i5 7200U 2.5GHz,8,1024,Intel HD Graphics 620,No OS,2.8,539
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1272
Acer,14,Intel Core i7 7Y75 1.3GHz,8,256,Intel HD Graphics 615,Windows 10,1.2,1149
Lenovo,15.6,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,2.3,1529
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11
HP,15.6,AMD A12-Series 9720P 2.7GHz,6,1024,AMD Radeon 530,Windows 10,2.1,529
Dell,12.5,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,1.26,1713.37
Dell,15,Intel Core i3 7100U 2.4GHz,4,500,Intel HD Graphics 620,Windows 10,2.08,509
Asus,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,1024,Intel HD Graphics 405,Windows 10,2.65,309
Dell,13.3,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,1.29,1477
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics 520,Linux,2.18,521.86
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 960M,Windows 10,2.6,1029
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,2.2,1149
Lenovo,12.5,Intel Core i7 6500U 2.50GHz,16,512,Intel HD Graphics 520,Windows 10,1.3,1650
Razer,14,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,1.95,3499
Dell,15.6,Intel Core i3 7100U 2.4GHz,8,1024,Intel HD Graphics 620,Windows 10,2.3,469.01
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1060,Windows 10,2.7,1598
Apple,11.6,Intel Core i5 1.6GHz,4,256,Intel HD Graphics 6000,Mac OS X,1.08,959
HP,15.6,Intel Core i3 6006U 2GHz,4,1024,Intel HD Graphics 520,Windows 10,2.1,478
HP,14,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 7,1.54,2198.19
Dell,15.6,Intel Core i5 6200U 2.3GHz,4,500,Intel HD Graphics 520,Windows 7,2.24,737
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.3,1169
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,1.4,1499
Lenovo,15.6,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,2.2,597.57
Asus,13.3,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,1.45,1280
Acer,15.6,Intel Core i3 6006U 2.0GHz,4,500,Intel HD Graphics 520,Linux,2.4,361.8
Dell,17.3,Intel Core i7 7500U 2.7GHz,16,512,Nvidia GeForce 940MX,Windows 10,2.77,1799
HP,14,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 7,1.54,1099.99
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,1024,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1600
Dell,14,Intel Core i5 7200U 2.5GHz,4,500,Intel HD Graphics 620,Windows 10,1.6,875
Asus,15.6,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 1070,Windows 10,2.34,2325
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,No OS,2.3,573
Dell,13.3,Intel Core i5 7Y54 1.2GHz,8,256,Intel HD Graphics 615,Windows 10,1.24,1813
Dell,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,500,Intel HD Graphics,Linux,2.2,324
HP,15.6,AMD A6-Series 9220 2.5GHz,4,500,AMD Radeon R4 Graphics,Windows 10,1.86,399
Lenovo,15.6,Intel Core i3 6100U 2.3GHz,6,128,Nvidia GeForce 920MX,Windows 10,2.4,569
Lenovo,14,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,1.9,1072
Dell,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,443.99
Asus,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,1024,Intel HD Graphics 500,Windows 10,2,339
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,1024,Nvidia GeForce GTX 970M,Windows 10,4,1900
Dell,15.6,Intel Core i3 6006U 2GHz,4,500,Intel HD Graphics 520,Windows 10,2.29,490
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,8,1024,AMD Radeon R5 M330,Windows 7,2.32,895
MSI,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.4,1229
Lenovo,14,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,1.8,833.01
Asus,13.3,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,1.2,729
Dell,15.6,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows 10,2.3,459
Acer,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics 400,Linux,2.4,289
Dell,15.6,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows 10,2.2,379
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.6,899
HP,15.6,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows 10,2.04,549.99
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,AMD Radeon R5 M430,Linux,2.3,805.99
HP,11.6,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows 10,1.17,209
Asus,15.6,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows 10,2.2,720.32
Lenovo,14,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,1.8,638
Lenovo,13.3,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.3,1499
Lenovo,14,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows 10,1.5,229
HP,15.6,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows 10,2.19,764
Asus,15.6,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,369
Asus,13.3,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,1.2,729
Dell,15.6,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows 10,2.3,459
Acer,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics 400,Linux,2.4,289
Dell,15.6,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows 10,2.2,379
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.6,899
HP,15.6,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows 10,2.04,549.99
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,AMD Radeon R5 M430,Linux,2.3,805.99
HP,11.6,Intel Celeron Dual Core N3060 1.6GHz,2,32,Intel HD Graphics 400,Windows 10,1.17,209
Asus,15.6,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows 10,2.2,720.32
Lenovo,14,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,1.8,638
Lenovo,13.3,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.3,1499
Lenovo,14,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows 10,1.5,229
HP,15.6,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows 10,2.19,764
Asus,15.6,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,369
Asus,13.3,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,1.2,729
Dell,15.6,Intel Core i3 7100U 2.4GHz,6,1024,Intel HD Graphics 620,Windows 10,2.3,459
Acer,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,500,Intel HD Graphics 400,Linux,2.4,289
Dell,15.6,Intel Celeron Dual Core N3050 1.6GHz,2,500,Intel HD Graphics,Windows 10,2.2,379
Lenovo,15.6,Intel Core i7 6700HQ 2.6GHz,8,1024,Nvidia GeForce GTX 960M,Windows 10,2.6,899
HP,15.6,AMD A9-Series 9410 2.9GHz,6,1024,AMD Radeon R7 M440,Windows 10,2.04,549.99
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1024,AMD Radeon R5 M430,Linux,2.3,805.99
HP,11.6,Intel Celeron Dual Core N3060 1.6GHz,2,256,Intel HD Graphics 400,Windows 10,1.17,209
Asus,15.6,Intel Core i7 6500U 2.5GHz,4,500,Nvidia GeForce 920M,Windows 10,2.2,720.32
Lenovo,14,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,1.8,638
Lenovo,13.3,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,1.3,1499
Lenovo,14,Intel Celeron Dual Core N3050 1.6GHz,2,64,Intel HD Graphics,Windows 10,1.5,229
HP,15.6,Intel Core i7 6500U 2.5GHz,6,1024,AMD Radeon R5 M330,Windows 10,2.19,764
Asus,15.6,Intel Celeron Dual Core N3050 1.6GHz,4,500,Intel HD Graphics,Windows 10,2.2,369
